Hit	ClusterNumber	LargoSecuencia	Porc+AF8-identity+AF8-Target	CompresedAlignment	LabelQuery	LabelTarget
H	20234	207	96.6	207M	denovo22332	denovo28208
H	5019	209	96.2	209M	denovo22335	denovo14514
H	9941	207	99.0	158MI49M	denovo22334	denovo18945
H	17946	209	97.1	209M	denovo22336	denovo26149
H	17600	207	87.4	13MI193MD	denovo22338	denovo25838
H	19937	207	97.1	207M17I	denovo22345	denovo27941
H	7508	207	92.8	207M	denovo2234	denovo16755
H	16859	207	95.7	207M	denovo22339	denovo25170
H	28232	227	97.6	42MI28MD136M20D	denovo22341	denovo35406
H	7761	207	96.1	207M	denovo22344	denovo16983
H	5760	225	94.2	207M18D	denovo22342	denovo15181
H	17892	206	95.6	206M	denovo22343	denovo2610
H	16323	210	96.2	183MD11MD13MD	denovo22347	denovo24689
H	29971	207	95.2	207M	denovo22346	denovo36972
H	19161	207	95.7	207M	denovo22350	denovo27242
H	35449	207	90.3	207M	denovo2235	denovo6846
H	7509	207	96.2	36MI171M	denovo22348	denovo16756
H	30065	208	96.2	195MD12M	denovo22349	denovo37056
H	29413	207	78.7	207M	denovo22357	denovo3647
H	21285	226	95.7	207M19D	denovo22351	denovo29154
H	11228	226	96.6	207M19D	denovo22353	denovo20101
H	12888	207	95.2	207M	denovo22354	denovo21597
H	20687	207	96.1	207M	denovo22356	denovo28616
H	25847	209	96.2	209M	denovo22355	denovo3326
H	26328	207	91.3	207M19I	denovo22359	denovo33693
H	6865	207	96.1	207M	denovo22358	denovo16176
H	34184	210	86.7	74MD135M	denovo22367	denovo5707
H	33424	207	96.1	207M	denovo2236	denovo5022
H	3078	208	90.9	208M	denovo22360	denovo12768
H	2573	207	94.2	207MI	denovo22362	denovo12312
H	2590	207	91.8	207M	denovo22363	denovo12328
H	13400	206	96.1	152MI54M	denovo22366	denovo22057
H	24761	226	98.6	11MI195M20D	denovo22364	denovo32282
H	6833	207	96.6	207M	denovo22365	denovo16147
H	11896	207	96.6	207M	denovo22368	denovo20703
H	18611	207	90.8	143MD63M	denovo2237	denovo26748
H	6524	218	96.2	193MD14M10D	denovo22369	denovo1587
H	9732	207	96.1	207M	denovo22370	denovo18757
H	17379	229	96.6	207M22D	denovo22371	denovo25639
H	951	205	98.5	D154MI18MD21MI10M17I	denovo22379	denovo10853
H	14384	207	96.1	207M	denovo22372	denovo22943
H	1992	200	98.0	187MD6MD5M9I	denovo22373	denovo11790
H	25328	209	90.0	75MD133M	denovo22375	denovo32793
H	9179	207	88.9	207M	denovo22378	denovo18259
H	7257	206	94.7	143MI63M	denovo22380	denovo16529
H	33203	214	93.5	28M6D180M	denovo22374	denovo4824
H	2572	206	91.7	206M	denovo22376	denovo12311
H	38944	207	96.1	207M	denovo22377	denovo9992
H	18446	207	90.8	207M	denovo2238	denovo266
H	38870	228	99.6	228M	denovo22381	denovo9925
H	12905	208	88.0	208M	denovo22388	denovo21611
H	10911	207	93.2	207M	denovo22386	denovo19818
H	22276	221	92.8	221M	denovo22390	denovo30045
H	8240	207	89.4	207M	denovo22385	denovo17413
H	1512	207	93.7	207M	denovo22383	denovo11358
H	15107	207	96.6	207M	denovo22382	denovo23594
H	10220	225	91.8	150MD57M17D	denovo22384	denovo19196
H	11763	207	93.7	207M	denovo22387	denovo20584
H	18020	207	96.6	207M	denovo2239	denovo26215
H	4749	207	95.7	207M	denovo22393	denovo14271
H	35664	207	92.3	207M	denovo22395	denovo7039
H	29915	208	92.3	208M	denovo22389	denovo36921
H	19710	207	95.7	207M	denovo22391	denovo27737
H	32318	207	97.6	9MI185MI13M	denovo22394	denovo4027
H	8747	207	97.1	207M	denovo22392	denovo17870
H	12382	207	96.1	207M20I	denovo22396	denovo21140
H	21028	206	99.0	58MI148M	denovo22398	denovo28923
H	26718	182	96.7	I182M	denovo22403	denovo34043
H	6729	207	99.0	207M	denovo224	denovo16053
H	23929	207	95.2	207M	denovo2240	denovo31533
H	3639	222	87.4	168M15D39M	denovo22397	denovo13272
H	21221	207	96.6	207M	denovo22399	denovo29097
H	17531	207	97.6	195MD11M9I	denovo22400	denovo25776
H	25488	207	92.8	207M	denovo22401	denovo32937
H	17177	207	95.7	207M	denovo22404	denovo25457
H	29038	226	95.7	207M19D	denovo22402	denovo36131
H	29389	207	92.3	207M	denovo22406	denovo36448
H	1200	207	96.6	207M	denovo22405	denovo11077
H	19136	207	96.1	207M	denovo22407	denovo2722
H	30820	207	96.6	207M	denovo22408	denovo37736
H	11859	207	96.6	207M	denovo22409	denovo20670
H	15765	206	95.7	38MI168M	denovo2241	denovo24186
H	15571	207	94.7	207M	denovo22410	denovo24010
H	36370	207	96.1	207M	denovo22412	denovo7675
H	6400	226	98.1	207M19D	denovo22411	denovo15758
H	30789	207	93.7	207M	denovo22415	denovo37708
H	27036	207	96.6	207M	denovo22414	denovo3433
H	691	207	98.6	207M	denovo22413	denovo10619
H	23321	207	91.3	207M	denovo22416	denovo30987
H	32876	207	93.7	207M	denovo22417	denovo453
H	8668	207	97.1	207M	denovo2242	denovo178
H	23708	226	96.1	207M19D	denovo22418	denovo31334
H	23742	208	96.6	D207M	denovo22420	denovo31365
H	26911	209	93.3	209M20I	denovo22424	denovo34217
H	27510	207	96.6	188MI19M	denovo22422	denovo34757
H	34779	217	93.3	D15M3D25M3D164M6D	denovo22419	denovo6242
H	2720	207	92.3	207M	denovo22421	denovo12445
H	24359	207	92.8	207M	denovo22423	denovo31920
H	8271	207	82.1	207M	denovo22431	denovo17441
H	36686	207	94.7	207M	denovo22425	denovo796
H	32468	207	90.3	207M	denovo22428	denovo4162
H	25540	212	95.7	4D9MI20MD13M2D12MD150M16I	denovo22427	denovo32984
H	2287	206	91.3	155MI51M	denovo2243	denovo12055
H	36118	207	92.3	207M	denovo22426	denovo7448
H	384	207	96.6	207M	denovo22433	denovo10342
H	32856	207	96.6	207M	denovo22429	denovo4511
H	1775	229	95.3	77MI133M19D	denovo22439	denovo11595
H	20116	209	96.2	32M3D15MI159M	denovo22430	denovo28101
H	4210	207	96.1	207M	denovo22432	denovo13787
H	36143	213	81.2	74MD138M	denovo22434	denovo7470
H	35626	226	96.2	208M18D	denovo22435	denovo7004
H	6927	207	95.7	207M	denovo2244	denovo16231
H	13018	207	95.7	207M	denovo22440	denovo21713
H	19043	207	94.7	207M	denovo22437	denovo27136
H	8245	206	93.2	2I206M	denovo22436	denovo17418
H	22204	207	94.2	207M	denovo22441	denovo29982
H	1263	184	76.8	119MI6M9I59M	denovo22449	denovo11133
H	5351	207	73.4	58MD148M	denovo22445	denovo14813
H	23745	208	79.8	49MD158M	denovo22444	denovo31368
H	9683	207	96.6	207M	denovo22442	denovo18712
H	32565	207	95.2	207M	denovo22443	denovo425
H	5245	207	88.4	207M	denovo22448	denovo14718
H	8807	208	97.1	208M	denovo2245	denovo17924
H	12987	208	97.1	183MD12MI11MD	denovo22451	denovo21686
H	17992	207	96.6	207M	denovo22446	denovo26190
H	34732	209	96.7	158MD50M	denovo22450	denovo620
H	15676	227	91.8	32MI175M20D	denovo22447	denovo24105
H	3942	208	86.6	8MI66MD57MD75M	denovo22458	denovo13545
H	22841	206	90.3	206M	denovo2246	denovo30554
H	33554	208	95.7	36MD171M	denovo22453	denovo514
H	21754	207	96.6	207M	denovo22456	denovo29577
H	35236	210	94.3	25MD49M2D133M	denovo22452	denovo6654
H	2252	207	93.2	207M	denovo22459	denovo12023
H	16567	208	91.8	208M	denovo22457	denovo24908
H	17541	207	99.0	207M	denovo22454	denovo25785
H	13212	207	96.1	207M	denovo22455	denovo21889
H	37108	206	94.7	206M18I	denovo22461	denovo8339
H	2511	207	90.8	207M	denovo22460	denovo12257
H	24739	207	96.1	207M	denovo22462	denovo32262
H	25822	207	97.1	76MD25MI105M	denovo22463	denovo33237
H	17246	207	96.6	207M	denovo22464	denovo25519
H	20721	207	97.1	207M	denovo22466	denovo28647
H	11488	208	95.2	208M	denovo22465	denovo20336
H	13464	208	96.2	208M	denovo22470	denovo22114
H	24412	206	75.1	74M3I12MD119M36I	denovo22474	denovo31969
H	32549	207	92.3	207M	denovo22468	denovo4235
H	22466	207	93.7	207M	denovo22467	denovo30216
H	18072	207	95.2	207M	denovo2247	denovo26262
H	2013	208	91.8	208M	denovo22479	denovo11809
H	27867	207	94.7	207M	denovo22471	denovo35078
H	8059	207	95.7	207M	denovo22476	denovo17250
H	2517	207	85.2	37MI124MI8MI38M	denovo22473	denovo12262
H	1321	207	93.2	207M	denovo22472	denovo11186
H	17275	207	91.3	207M	denovo22477	denovo25545
H	14940	208	96.2	208M	denovo22478	denovo23443
H	6036	207	88.4	207M	denovo22475	denovo1543
H	27111	230	97.2	158MD30MD21M19D	denovo2248	denovo34398
H	3689	207	93.7	207M	denovo22480	denovo13317
H	37512	207	95.2	207M	denovo22481	denovo8702
H	28560	233	93.8	181M4D26M22D	denovo22485	denovo35701
H	30136	207	99.5	207M	denovo22482	denovo3712
H	19777	207	93.7	207M	denovo22484	denovo27798
H	30541	207	96.1	207M	denovo22483	denovo37485
H	15808	207	95.7	207M	denovo22486	denovo24224
H	13919	207	83.1	I207M	denovo22487	denovo22524
H	28374	212	96.1	74MI55MI58MD13M11D	denovo22488	denovo35534
H	28884	207	95.7	207MI	denovo22490	denovo35994
H	32303	205	95.2	33MI9MI163M	denovo22493	denovo4013
H	35031	207	92.8	74M2I133M	denovo2249	denovo647
H	33439	197	97.0	197M	denovo22499	denovo5036
H	11726	207	95.7	207M20I	denovo22492	denovo20550
H	16087	207	94.7	20MI13MD173M	denovo22489	denovo24476
H	38459	207	96.1	207M	denovo22491	denovo9555
H	774	207	95.7	207M	denovo22495	denovo10694
H	15638	207	90.8	207M	denovo22496	denovo24071
H	24981	207	95.7	207M	denovo22498	denovo32480
H	37792	207	90.4	33MI174M	denovo22497	denovo8955
H	37165	207	96.1	207M	denovo225	denovo8390
H	11863	207	95.2	207M	denovo2250	denovo20674
H	36618	209	95.7	60M2D147M	denovo22500	denovo7899
H	1814	227	95.2	181M2D26M18D	denovo22501	denovo1163
H	6000	209	95.2	15MD167MD25M	denovo22502	denovo15398
H	12584	207	89.4	207M	denovo22504	denovo21322
H	1163	226	95.7	208M18D	denovo22503	denovo11043
H	32328	207	96.1	207M3I	denovo22511	denovo4036
H	33002	208	96.2	208M	denovo22508	denovo4643
H	4084	207	97.6	207M	denovo22507	denovo13673
H	33240	207	92.3	207M	denovo22505	denovo4858
H	32780	207	96.6	207M	denovo22506	denovo4443
H	21721	207	96.1	207M20I	denovo2251	denovo29547
H	54	225	95.7	36MI51MI21MD97M19D	denovo22509	denovo10045
H	28190	207	92.8	207M	denovo22510	denovo35369
H	35403	208	94.2	163MD44M	denovo22512	denovo6804
H	10713	207	96.1	207M	denovo22514	denovo1964
H	971	209	94.7	202MD6M	denovo22513	denovo10871
H	33128	207	97.1	207M	denovo22517	denovo4757
H	6513	207	96.6	207M	denovo22515	denovo1586
H	1057	207	96.6	207M	denovo22516	denovo10949
H	22602	207	94.2	207M	denovo22521	denovo30339
H	37305	206	95.7	14MI26MI102MD63M17I	denovo22518	denovo8516
H	31673	211	95.8	53M3D12MD17MI125M	denovo22520	denovo38503
H	12410	219	96.8	219M11I	denovo22527	denovo21166
H	17946	209	98.1	209M	denovo22522	denovo26149
H	38649	208	88.9	52MD155M	denovo22519	denovo9726
H	29862	206	94.7	163MI43M	denovo2252	denovo36874
H	8846	207	96.6	207M	denovo22523	denovo1796
H	1510	207	95.7	207M	denovo22525	denovo11356
H	10386	208	95.7	76MD131M	denovo22528	denovo19345
H	32274	208	95.2	D207M	denovo22524	denovo3989
H	33043	207	95.2	207M	denovo22526	denovo4680
H	34607	206	96.1	86MI120M	denovo2253	denovo6088
H	4442	224	99.5	195MI11M18D	denovo22529	denovo13996
H	11559	207	95.2	207M	denovo22532	denovo2040
H	19084	207	83.1	207M19I	denovo22538	denovo27173
H	4727	207	94.2	207M	denovo22535	denovo14251
H	12176	207	93.2	207M	denovo22537	denovo20956
H	17599	227	96.0	180MD46M	denovo22533	denovo25837
H	5138	204	96.1	191M4D9M7I	denovo2254	denovo14621
H	25249	207	93.2	207M	denovo22539	denovo32721
H	19160	207	87.4	207M	denovo22540	denovo27241
H	2324	208	95.7	74MD133M	denovo22546	denovo12089
H	3796	207	91.3	207M4I	denovo22542	denovo13413
H	36937	211	95.3	22MD39MD45MD89MD12M17I	denovo22541	denovo8185
H	2650	207	96.6	207M	denovo22543	denovo12382
H	35510	207	96.6	207M	denovo22544	denovo6900
H	14035	207	93.2	207M	denovo22545	denovo22629
H	23393	225	95.2	36MD171M17D	denovo22549	denovo31050
H	28767	207	89.9	180MI27M19I	denovo22547	denovo35889
H	33605	207	98.1	207M	denovo2255	denovo5186
H	10643	207	93.2	207M	denovo22548	denovo19577
H	31756	207	87.9	55MD151M	denovo22555	denovo38579
H	6224	207	96.6	207M	denovo22550	denovo156
H	33184	207	96.1	207M	denovo22551	denovo4807
H	25004	208	95.2	66MD141M	denovo22553	denovo32500
H	6329	208	94.6	95MD104M2I3M5D	denovo22557	denovo15694
H	2003	207	93.7	27M3D177M	denovo22556	denovo1180
H	10373	207	94.7	207M17I	denovo22558	denovo19333
H	10777	207	95.2	207M	denovo2256	denovo19698
H	28467	271	93.1	181M3I10M2I21MI28MI12M19D	denovo22568	denovo35618
H	20169	208	90.9	188MD19M	denovo22559	denovo2815
H	31093	207	96.6	207M	denovo22561	denovo37982
H	32968	216	96.7	189MD19M7D	denovo22564	denovo4612
H	36221	228	97.1	155MD51M21D	denovo22560	denovo7540
H	37392	207	94.7	207M	denovo22573	denovo8595
H	24811	207	96.6	207M	denovo22562	denovo32327
H	11373	207	96.6	207M	denovo22569	denovo20232
H	5878	224	98.6	68MI18MI11MI107M20D	denovo22577	denovo15288
H	16760	207	92.8	207M	denovo22565	denovo25081
H	9148	207	96.1	207M	denovo22567	denovo18230
H	7634	207	94.2	207M	denovo22576	denovo16869
H	7217	207	95.7	207M19I	denovo2257	denovo16493
H	12743	207	96.1	207M	denovo22574	denovo21466
H	36271	213	94.8	2I11M2D18M2D14M2D164M	denovo22570	denovo7586
H	7555	207	95.2	207M	denovo2258	denovo16798
H	4457	206	95.6	206M	denovo22575	denovo14008
H	22288	207	96.6	207M	denovo22578	denovo30056
H	29558	207	86.5	207M	denovo22581	denovo3660
H	17063	222	90.3	6M2I17M3I27M3D30MD16M2D20M2D17MD80M	denovo22588	denovo25354
H	37663	206	87.9	206M	denovo22579	denovo8839
H	32041	207	97.6	207M	denovo22580	denovo38835
H	6685	209	95.7	43MD10MD154M	denovo22583	denovo16013
H	11408	207	95.7	207M	denovo22589	denovo20264
H	5187	207	87.9	54MD152M	denovo22585	denovo14666
H	23060	207	94.7	207M	denovo22584	denovo30751
H	15589	216	98.6	207M9D	denovo22586	denovo24027
H	13006	209	95.7	119MD88MD	denovo22587	denovo21702
H	2021	207	96.6	207M	denovo22590	denovo11816
H	21908	207	96.1	207M	denovo2259	denovo29715
H	2160	207	87.4	86MD120M	denovo22591	denovo11941
H	5799	207	97.1	207M	denovo22592	denovo15216
H	35484	206	91.8	155MI51M	denovo22593	denovo6878
H	12122	207	96.6	207M	denovo22594	denovo20907
H	22953	207	96.6	207MI	denovo22595	denovo30655
H	28501	207	96.2	115MD57MI34M	denovo22596	denovo35649
H	7166	207	99.0	207M	denovo22598	denovo16447
H	24272	206	85.0	48MI158M	denovo22597	denovo31842
H	20121	207	88.9	207M	denovo22599	denovo28106
H	11897	207	91.8	207M	denovo2260	denovo20704
H	19747	207	93.7	207M	denovo226	denovo27770
H	4295	226	91.3	207M19D	denovo22601	denovo13863
H	30956	227	79.2	20D207M	denovo22600	denovo37859
H	18509	207	93.7	207M	denovo22602	denovo26656
H	26309	226	96.6	207M19D	denovo22603	denovo33676
H	23632	207	93.2	207M	denovo22604	denovo31266
H	19702	220	95.2	207M13D	denovo22605	denovo2773
H	23417	207	96.6	207M	denovo22606	denovo31072
H	34578	208	93.8	56MD151M19I	denovo22607	denovo6061
H	31648	207	95.7	207M	denovo22608	denovo38481
H	12435	208	96.2	112MD95M	denovo22609	denovo21189
H	3871	207	94.7	192MI15M	denovo2261	denovo13481
H	17052	207	94.2	9MD197M	denovo22611	denovo25344
H	24956	207	97.5	183MI8M2I8M8D	denovo22612	denovo32458
H	22435	224	94.2	207M17D	denovo22610	denovo30189
H	5940	207	95.7	207M	denovo22614	denovo15343
H	467	207	96.2	75MI132M	denovo22613	denovo10417
H	5974	207	92.3	207M	denovo22615	denovo15374
H	27552	200	97.0	186M2D12M9I	denovo22620	denovo34795
H	22474	207	87.9	I207M	denovo2262	denovo30223
H	26841	208	91.8	207MD	denovo22623	denovo34154
H	4442	224	99.5	207M17D	denovo22616	denovo13996
H	17631	201	94.5	123M2D14M2D7MD21MD8MD8MD12M14I	denovo22626	denovo25866
H	31899	210	95.7	29MD135MD44M	denovo22617	denovo38707
H	12150	203	95.6	67MI30MI19M2I35MI48M4D	denovo22625	denovo20932
H	4021	207	97.6	177MD29M	denovo22618	denovo13616
H	35404	207	96.6	207M	denovo22619	denovo6805
H	629	207	91.8	207M	denovo22621	denovo10563
H	6743	205	95.1	53MI152M	denovo22631	denovo16066
H	10056	207	97.1	207M	denovo22622	denovo19048
H	6865	207	95.7	44MD5M2I31MI85M2D39M	denovo22624	denovo16176
H	29061	202	89.8	16M2D55MI110MI5MI14M4I	denovo2263	denovo36152
H	5908	209	88.1	56MI132MD20M	denovo22627	denovo15314
H	9941	207	98.6	158MI49M	denovo22628	denovo18945
H	24811	207	95.2	207M	denovo22629	denovo32327
H	19794	207	96.1	207M	denovo22630	denovo27812
H	18848	207	89.4	195MD11M	denovo22636	denovo26961
H	18489	207	94.2	207M	denovo22634	denovo26638
H	3361	207	93.3	33MI174M	denovo22632	denovo13021
H	21016	208	92.3	208M	denovo22638	denovo28912
H	6865	206	95.2	151M2I5MI10M2D38M	denovo22637	denovo16176
H	16375	207	94.7	207M	denovo22633	denovo24735
H	5055	211	95.2	199MI7M5D	denovo2264	denovo14547
H	7087	207	95.2	207M	denovo22639	denovo16376
H	19106	207	83.1	207M	denovo22642	denovo27193
H	35136	207	95.2	207M	denovo22645	denovo6564
H	4812	232	94.7	56MD20MD57MI27MI43M27D	denovo22640	denovo14328
H	28403	224	89.4	207M17D	denovo22641	denovo35560
H	34334	207	95.2	207M	denovo22644	denovo5842
H	13806	207	92.3	207M	denovo22643	denovo22422
H	21456	209	95.7	179MD5MD23M	denovo22649	denovo29308
H	38647	208	94.2	207MD	denovo22647	denovo9724
H	1992	207	96.6	207M	denovo22651	denovo11790
H	20334	207	94.7	207M	denovo22646	denovo28299
H	25769	207	96.6	207M	denovo2265	denovo3319
H	17186	207	91.3	207M	denovo22648	denovo25465
H	5901	219	96.1	96M2I61MI35MI11M16D	denovo22652	denovo15308
H	3452	207	96.1	207M	denovo22653	denovo13103
H	31836	207	95.7	207M	denovo22655	denovo38650
H	27121	226	90.8	207M19D	denovo22654	denovo34406
H	32630	208	92.3	110MD97M	denovo22656	denovo4308
H	17247	219	91.3	53M6D5M4D10M2D139M	denovo22657	denovo2552
H	13707	227	96.1	D207M19D	denovo22659	denovo22333
H	27643	207	88.4	207M	denovo22658	denovo34877
H	38404	207	95.2	207M	denovo2266	denovo9505
H	26333	225	90.8	207M18D	denovo22660	denovo33698
H	37906	260	95.5	226MI17M17D	denovo22668	denovo9057
H	38427	225	76.9	73MI7MI81MI44M20D	denovo22667	denovo9526
H	12622	207	94.2	202MD4M	denovo22661	denovo21357
H	24536	207	96.1	207M	denovo22662	denovo3208
H	32643	208	83.2	208M	denovo22670	denovo432
H	32361	207	95.7	207M	denovo22663	denovo4066
H	34740	207	96.1	207M	denovo22665	denovo6207
H	26374	207	97.6	207M	denovo22664	denovo33734
H	16954	207	95.7	207M	denovo2267	denovo25256
H	26301	207	96.6	207M	denovo22666	denovo33669
H	13868	208	84.1	208M	denovo22676	denovo22479
H	10399	224	99.0	207M17D	denovo22669	denovo19357
H	28973	207	89.9	207M	denovo22672	denovo36073
H	33852	207	91.3	207M20I	denovo22671	denovo5408
H	24302	207	88.4	207M	denovo22673	denovo3187
H	22487	206	95.6	206M	denovo22674	denovo30235
H	5886	275	91.0	89M3I137MD17MD30M	denovo22682	denovo15295
H	15637	207	95.2	207M	denovo22679	denovo24070
H	20914	207	95.7	207M	denovo2268	denovo28820
H	19680	207	95.7	80M2I12M2D113M	denovo22678	denovo2771
H	38022	207	94.7	207M	denovo22675	denovo9161
H	17069	207	96.1	207M	denovo22677	denovo2536
H	28501	211	96.6	188MI18M5D	denovo22680	denovo35649
H	15335	206	95.6	206M20I	denovo22683	denovo238
H	6696	207	99.0	207M	denovo22684	denovo16023
H	35015	261	96.4	223M38D	denovo22690	denovo6455
H	12179	207	96.6	207M	denovo22681	denovo20959
H	24	209	91.9	70MD138M	denovo22687	denovo10018
H	37287	207	95.7	155MD51M	denovo22686	denovo850
H	22790	227	96.6	207M20D	denovo22685	denovo30508
H	17926	207	91.3	207M	denovo22688	denovo26130
H	30976	223	96.6	29M2I177M17D	denovo22689	denovo37877
H	5566	207	95.7	207M	denovo2269	denovo15006
H	4265	207	96.1	207M	denovo22696	denovo13836
H	2104	208	72.1	208M	denovo227	denovo11891
H	38697	208	96.6	208M	denovo22692	denovo977
H	22797	223	97.6	158MD38MI11M15D	denovo22693	denovo30514
H	37558	206	94.7	32MI174M	denovo22695	denovo8744
H	23507	207	92.3	207M	denovo22694	denovo31153
H	6178	207	96.1	207M	denovo22697	denovo15558
H	6651	207	96.6	207M	denovo22699	denovo15984
H	12513	207	94.7	207M	denovo22700	denovo21259
H	33849	207	92.8	207M	denovo22698	denovo5405
H	36239	207	94.7	86MD75MI45M	denovo2270	denovo7557
H	22015	207	96.6	207M	denovo22702	denovo29811
H	32683	208	95.7	208M	denovo22701	denovo4356
H	37742	208	96.2	76MD131M	denovo22704	denovo891
H	29490	226	90.3	226M	denovo22703	denovo36539
H	10697	207	95.2	48MD158M	denovo22708	denovo19625
H	2092	208	96.2	208M	denovo22705	denovo11880
H	660	207	95.2	53MI154M19I	denovo22706	denovo10591
H	25430	207	95.2	207M	denovo22707	denovo32885
H	31485	207	96.1	207M	denovo2271	denovo38334
H	32478	207	92.8	207M	denovo22709	denovo4171
H	17931	207	87.0	207M	denovo22711	denovo26135
H	20041	227	96.6	207M20D	denovo22712	denovo28034
H	16696	206	95.2	48MI158M	denovo22716	denovo25023
H	24224	207	95.7	207M	denovo22710	denovo318
H	13541	207	94.2	207M	denovo22719	denovo22184
H	37677	207	95.7	207M19I	denovo22713	denovo8851
H	23615	207	90.3	207M	denovo22714	denovo31250
H	11228	216	96.6	2I31MI100MD65MD8M10D	denovo22717	denovo20101
H	304	207	97.1	207M	denovo22718	denovo10270
H	37797	208	80.8	208M	denovo22724	denovo896
H	34004	208	94.2	208M	denovo22720	denovo5545
H	7652	208	89.4	95MD112M	denovo2272	denovo16885
H	32588	208	95.2	169MD38M	denovo22722	denovo4270
H	16467	207	99.0	207M	denovo22723	denovo24818
H	453	207	94.2	207M	denovo22721	denovo10404
H	18470	209	94.3	209M	denovo22727	denovo26620
H	10860	207	97.6	82MI12MD112M	denovo22726	denovo19772
H	26601	207	96.6	207M	denovo22725	denovo33939
H	28287	207	93.2	207M	denovo22728	denovo35456
H	28804	207	95.2	207M	denovo2273	denovo35921
H	13210	207	93.7	207M	denovo22730	denovo21887
H	17262	207	97.5	191M2I9M7D	denovo22729	denovo25533
H	5666	207	96.6	207M	denovo22735	denovo15097
H	22667	207	89.9	170MI37M	denovo22733	denovo30398
H	10537	229	94.3	32MD176M20D	denovo22732	denovo19481
H	20244	226	96.1	207M19D	denovo22731	denovo28217
H	23575	208	96.7	94MI92M2D13MD6M	denovo22734	denovo31214
H	583	207	95.2	207M	denovo22736	denovo10521
H	21476	207	80.7	207M	denovo22741	denovo29326
H	460	207	99.5	207M5I	denovo22738	denovo10410
H	7099	208	96.2	74MD133M	denovo22739	denovo16387
H	12158	208	71.6	20M2D26M2I27MI133M	denovo22744	denovo2094
H	2225	207	91.8	207M	denovo22740	denovo120
H	10062	244	71.2	67D177M	denovo22747	denovo19053
H	26381	231	93.3	182MD25M23D	denovo22737	denovo33740
H	18494	207	94.2	207M18I	denovo22742	denovo26642
H	34823	247	95.2	128MD60MD19M38D	denovo2274	denovo6282
H	505	207	96.1	207M	denovo22743	denovo10451
H	28405	207	90.3	207M	denovo22749	denovo35562
H	10781	209	97.6	209M	denovo22746	denovo19700
H	10701	207	91.8	207M	denovo22745	denovo19629
H	17293	207	96.6	207M	denovo2275	denovo25561
H	26580	207	94.7	207M	denovo22748	denovo3392
H	16458	229	95.6	11MD204M2D11M	denovo22750	denovo2481
H	12063	207	96.1	207M	denovo22751	denovo20854
H	38434	207	95.7	207M	denovo22752	denovo9532
H	9939	207	88.9	207M	denovo22753	denovo18943
H	4934	207	92.3	207M	denovo22755	denovo14438
H	11060	207	92.3	207M	denovo22754	denovo19952
H	38940	226	95.2	207M19D	denovo22756	denovo9989
H	33923	208	95.7	208M	denovo22757	denovo5472
H	25430	207	92.8	207M	denovo22758	denovo32885
H	11940	207	96.6	207M	denovo2276	denovo20743
H	9156	207	91.3	207M	denovo22761	denovo18238
H	460	207	99.5	207M5I	denovo22760	denovo10410
H	10297	207	96.1	207M	denovo22759	denovo19265
H	3334	207	96.1	207M	denovo22762	denovo12999
H	1330	207	95.7	207M	denovo22763	denovo11194
H	8066	209	85.6	209M	denovo22771	denovo17257
H	508	207	94.7	207M	denovo22765	denovo10454
H	20744	210	93.4	113MD11MI85M	denovo22773	denovo28668
H	37561	232	96.2	211M21D	denovo22764	denovo8747
H	26425	209	90.0	186MD22M	denovo22768	denovo33780
H	13393	206	84.5	62MI144M	denovo22767	denovo22050
H	746	207	96.1	207M	denovo22769	denovo10669
H	19716	208	96.6	208M	denovo22766	denovo27742
H	7230	226	96.6	208M18D	denovo22776	denovo16504
H	6607	207	96.6	207M	denovo2277	denovo15944
H	6045	207	82.1	207M	denovo22774	denovo15438
H	26904	207	92.3	207M	denovo22772	denovo34210
H	9407	207	95.7	207M	denovo22775	denovo18464
H	15631	208	90.9	200MI8M	denovo22779	denovo24065
H	8383	271	76.0	195M3I23M53D	denovo22784	denovo17542
H	4051	207	96.6	207M	denovo22777	denovo13643
H	11408	207	94.7	207M	denovo22780	denovo20264
H	17416	207	93.2	207M19I	denovo22778	denovo25672
H	29698	207	93.7	207MI	denovo22782	denovo36726
H	13698	207	92.8	207M17I	denovo2278	denovo22325
H	38459	226	96.6	207M19D	denovo22781	denovo9555
H	11764	214	97.9	12I195M19D	denovo22785	denovo20585
H	1766	228	93.3	209M19D	denovo22783	denovo11587
H	18851	207	96.6	207M	denovo22792	denovo26964
H	12607	207	94.2	207M	denovo22789	denovo21343
H	14317	207	91.8	207M	denovo22788	denovo22883
H	35777	207	95.2	207M	denovo22791	denovo7140
H	24320	207	94.2	207M	denovo2279	denovo31886
H	13019	207	83.6	207M	denovo22793	denovo21714
H	1453	206	91.3	43MI163M	denovo22790	denovo11304
H	18472	207	96.1	207M	denovo22797	denovo26622
H	9111	207	96.1	207M	denovo22794	denovo18198
H	35241	207	99.5	195MI12M	denovo22795	denovo6659
H	14924	224	92.3	207M17D	denovo22796	denovo23429
H	16323	207	91.3	207M	denovo22800	denovo24689
H	27580	208	96.2	208M	denovo22805	denovo3482
H	16217	207	93.2	207M	denovo22798	denovo24593
H	27386	226	94.2	33MI192MD	denovo228	denovo34645
H	1891	207	88.9	207M	denovo2280	denovo117
H	34713	207	96.1	207M	denovo22802	denovo6183
H	2614	207	96.1	207M	denovo22803	denovo1235
H	15829	209	95.2	209M	denovo22808	denovo24243
